,Unnamed: 0,tweet_id_str,date_time,location,tweet_text,ML_label,subjectivity,polarity,TBsentiment,vader_compound,VADERsentiment
111,111,1541777839124512768,2022-06-28 13:37:36+00:00,Plague Island ,No10 dismisses damage to children that their unethical herd immunity policy has caused. Why are public not being informed that those covid reinfections are not mild and are causing chronic illness??? ,0,0.2833333333333333,-0.08333333333333333,Negative,-0.867,Negative
112,112,1541772389767434244,2022-06-28 13:15:57+00:00,"Nairobi, Kenya", Two doctors can have a different opinion on the same matter e.g. different countries took different stances on herd immunity verses pro vaccine to address covid 19. This is because we need to acknowledge that medicine is not an exact science . #PandemicResilience #infodemic ,0,0.43499999999999994,0.05,Positive,0.0258,Positive
113,113,1541760905805008897,2022-06-28 12:30:19+00:00,"District of Columbia, USA",Does this mean we can't vaccinate our way to herd immunity amp exit a pandemic after all? ,0,0.6875,-0.3125,Negative,0.0,Neutral
114,114,1541757656586752000,2022-06-28 12:17:24+00:00,#plagueisland☣,"Says the man who doesn't squeak about 200,000 people dying from covid amp from early on in the pandemic was advising the fascust Tory govt that herd immunity was the only way to deal. Says the man whose party amp employers voted against measures to stop shit being pumped into water. ",0,0.7000000000000001,-0.03333333333333333,Negative,-0.4767,Negative
115,115,1541749165218471936,2022-06-28 11:43:39+00:00,,"#GreatBarringtonDeclaration 'natural herd immunity' or'#DoNothing' Dr.Ian Wilson,a Molecular amp Structural Biologist. Globally 60 of 7 billion people 4.2 billion cases of covid. 1 of 4.2b 42million covid deaths or 0.5 of 4.2 billion covid cases 21million covid deaths #auspol ",0,0.2,0.05,Positive,0.3612,Positive
116,116,1541735190711730177,2022-06-28 10:48:08+00:00,Devon UK,Living with COVID and herd immunity. ,1,0.0,0.0,Neutral,0.0,Neutral
117,117,1541725372617719809,2022-06-28 10:09:07+00:00,Europe,"#COVID19 ah yes, herd immunity ",0,0.0,0.0,Neutral,0.4019,Positive
118,118,1541710587951988738,2022-06-28 09:10:22+00:00,"North East, England","Slater says the reason the brave heroes don't talk about herd immunity and Jan 4 is that their employers don't want them to. So, the brave heroes kept their heads down during the lockdown then pretended to be freedom fighters while being paid to cover up the truth. Brave heroes.",0,0.8222222222222222,0.5611111111111111,Positive,0.978,Positive
119,119,1541706931189997568,2022-06-28 08:55:50+00:00,"Hemel Hempstead, England",Sometimes there is no other way of explaining science than to use a simulation. Here I am using counters in make believe cells to show how infection can move through a population like the plague or Covid. The model also shows how herd immunity works. #iteachbiology ,1,0.375,0.0625,Positive,0.0772,Positive
120,120,1541704213855617026,2022-06-28 08:45:02+00:00,Africa,#Nigeria is still a long way from achieving herd immunity to #COVID19 ,0,0.4,-0.05,Negative,0.0,Neutral
121,121,1541699963872317441,2022-06-28 08:28:09+00:00,Plague Island,"The WHO says herd immunity is not possible, Starmer yet the UK is infecting our children over and over for an immunity that doesn t exist. But we know organ damage and #longcovid do exist. Speak up for covid safe schools. ",0,0.75,0.25,Positive,-0.1154,Negative
122,122,1541672929670594560,2022-06-28 06:40:43+00:00,"Tatungaloong,  GurnaiKunai","Sensible people have not stopped masks, distancing, socialising outdoors etc. Thing is, there will be no herd immunity as now people are reinfecting having Covid does not provide immunity. Getting it, esp x gt 1, indicates serious long term health risks. ",0,0.5333333333333333,-0.19166666666666665,Negative,-0.2105,Negative
123,123,1541626024139624450,2022-06-28 03:34:20+00:00,NYC,Reminder that Biden campaigned on full lockdown measures to stop the spread of COVID but once elected he instead dropped almost all prevention measures amp went all in on continuing Trump's herd immunity plan to just let everyone catch it. Mass #LongCovid is gonna be a bitch ,0,0.55,0.35,Positive,-0.7783,Negative
124,124,1541618571566014464,2022-06-28 03:04:44+00:00,,"Back in Spring of 2020 many people said we should just have everyone get Covid and get it over with so we could all get back to normal. For example, Laurence Tribe. ",0,0.2875,0.1625,Positive,0.0,Neutral
125,125,1541609351319781378,2022-06-28 02:28:05+00:00,"Chicago, IL","#Mass infection based #herd immunity is a fraud! #Japan, with the oldest population in the world 29 percent of Japanese being over 65 , is an example of this fact. Sources ",0,0.0,0.0,Neutral,-0.6239,Negative
126,126,1541606032769687554,2022-06-28 02:14:54+00:00,,"Did you come home from NFT NYC with the gift of COVID? Well, there is a POAP for that! If you caught the covid, add and DM me your wallet address and I'll send you a POAP Remember, only a few more NFT conferences and we'll achieve herd immunity! WAGMI! ",1,0.5333333333333333,0.19375,Positive,0.7074,Positive
127,127,1541599141188743169,2022-06-28 01:47:31+00:00,Domicron Central ,"Just watched Catherine Bennett on the ABC. Any amount of COVID backtracking, apparently we should be cautious of the unknown now. Is it really unknown Cat? What happened to that herd immunity? MilD deaths and Long Covid numbers seem to rattling some of the minimisers. Retreat!",0,0.48999999999999994,0.02416666666666666,Positive,0.2621,Positive
128,128,1541590897518944262,2022-06-28 01:14:45+00:00,"St Louis, MO", STAY HOME EVIL ANTI VAXXERS BECAUSE HERD IMMUNITY! Also I have COVID A vaccine love story in 4 parts. ,1,0.8,-0.25,Negative,-0.6437,Negative
129,129,1541590586653802497,2022-06-28 01:13:31+00:00,"Québec, Canada","The situation in Sweden, the birthplace of herd immunity , seems catastrophic. The pandemic has somewhat exploded the myth of the Scandinavian model hailed by the pseudo left and progressives of all types. ",0,0.0,0.0,Neutral,-0.3182,Negative
130,130,1541590299889532928,2022-06-28 01:12:23+00:00,"Melbourne, Victoria","The herd immunity theory has been well and truly squashed now. There is no evidence that herd immunity to COVID exists at all. many people have had it two or three times in the past twelve months, and each episode is worse than the last generally. ",0,0.38333333333333336,-0.02,Negative,-0.0772,Negative
131,131,1541582448714305537,2022-06-28 00:41:11+00:00,,Dangerous herd immunity? Wrong. If we would have gone the Herd immunity route and treated sick people with HCQ and ivermectin we would have saved 85 of the people that died from CDC Treatments and now dangerous and deadly COVID Vaxxines. You are clueless dude. ,0,0.7914285714285714,-0.5228571428571429,Negative,-0.9423,Negative
132,132,1541565583380152321,2022-06-27 23:34:10+00:00,Concrete Jungle,Maybe NFT NY was actually an attempt at herd immunity for covid ,0,0.1,0.0,Neutral,0.0,Neutral
133,133,1541564990187900929,2022-06-27 23:31:49+00:00,Around the 30th.," Covid rips through herd immunity Sweden again, causing havoc as people across all sectors of society fall ill. Maybe we could look at this and not repeat the mistake?",0,1.0,-0.5,Negative,-0.6872,Negative
134,134,1541563355911323648,2022-06-27 23:25:19+00:00,Back of the sock drawer.,"You do realise that when it comes to covid, we have been abandoned? There is none of the trumpeted herd immunity . We are the fodder to be fed into the maw of an eternally ravenous economy.",0,0.0,0.0,Neutral,-0.4588,Negative
135,135,1541558514396667907,2022-06-27 23:06:05+00:00,," There were individuals communicating with the White House who believed that if you infected enough people that you would have herd immunity. There was no evidence of that in fact, there was evidence to the contrary. Read here ",0,0.25,0.0,Neutral,-0.6597,Negative
136,136,1541555657241165825,2022-06-27 22:54:44+00:00,New Zealand,"Herd immunity works for some diseases measles, polio. It does not work for Covid. Coronavirus disease COVID 19 Herd immunity, lockdowns and COVID 19 ",0,0.0,0.0,Neutral,0.0,Neutral
137,137,1541545977601032192,2022-06-27 22:16:16+00:00,Classified,Trump administration and Corona virus and herd immunity strategy. ,0,0.0,0.0,Neutral,0.0,Neutral
138,138,1541544136054116353,2022-06-27 22:08:57+00:00,,"This fits Covid Deniers perfectly. Gov'ts and big companies want to let it rip . Even though it's known herd immunity won't work against this Virus. The veil is getting thinner yet, those Covidiots can't see it. Worse, they actually impede others from seeing it as well. ",0,0.45000000000000007,0.15,Positive,0.7937,Positive
139,139,1541532050754109440,2022-06-27 21:20:55+00:00,"Washington, USA","And the Republicans wanted everyone to get it for herd immunity . COVID 19 increases risk of Alzheimer s, Parkinson s amp stroke, study finds ",0,0.0,0.0,Neutral,-0.2732,Negative
140,140,1541511413818167302,2022-06-27 19:58:55+00:00,," Covid boosters will be needed in September as cases continue to rise, a government vaccines expert has warned. They want herd immunity. HERD IMMUNITY DOES NOT WORK FOR VARIANTS THAT ESCAPE IMMUNITY! To end this pandemic, WE MUST REDUCE CASES as well. Why the false dichotomy?",0,0.6,-0.4000000000000001,Negative,0.4633,Positive
141,141,1541509483607769089,2022-06-27 19:51:15+00:00,"Schuylkill County, PA",Click on staff report in the text for actual report. ,1,0.1,0.0,Neutral,0.0,Neutral
142,142,1541500205488607234,2022-06-27 19:14:23+00:00,,I guess we'll never know if it was natural herd immunity or the outlawing of t shirt sales that has seemingly brought us to the tail end of the pandemic.,0,0.4,0.1,Positive,0.3612,Positive
143,143,1541493130721107971,2022-06-27 18:46:16+00:00,"“South”New Jersey, USA","My Gay brother who has HIV, been seriously sick for 7 months now, just hired a guy to drive him who is, Bible beating, MAGAT, had Covid twice, no amp believes everyone will be fine due to Herd Immunity amp Covid is just a cold now!",0,0.6630952380952382,-0.15119047619047618,Negative,-0.8268,Negative
144,144,1541488196143529987,2022-06-27 18:26:40+00:00,Cambridge UK,"Yet the UK govt we re pushing herd immunity at the cost of hundreds of thousands of deaths and millions with long Covid they re not even publishing numbers now and ditched masks. They want to kill us, dumb us down amp keep us in line, whilst profiting from us.#fascism #GTTO ",0,0.3962962962962963,-0.19351851851851853,Negative,-0.7269,Negative
145,145,1541473735382691840,2022-06-27 17:29:12+00:00,Silicon Valley,"One million dead, partly thanks to this clown. How hiring the wrong medical expert derailed US pandemic response Ars Technica ",0,0.375,-0.125,Negative,-0.8016,Negative
146,146,1541458103287382016,2022-06-27 16:27:05+00:00,De Montfort University,"I guess this surge puts the notion of herd immunity to bed. Omicron does not confer much immunity to omicron. Heading back up to 3,000,000 symptomatic cases. Who knows where the peak will be? The NHS will not be ready for this over the summer. ",0,0.2333333333333333,0.13333333333333333,Positive,-0.2755,Negative
147,147,1541457998266175490,2022-06-27 16:26:40+00:00,,"Annals of incompetent leadership about the Trump White House's hiring of Scott Atlas, a neuroradiologist with no infectious disease experience as an ersatz pandemic guru, with expected results ",0,0.2555555555555556,-0.15,Negative,-0.6486,Negative
148,148,1541440597847932931,2022-06-27 15:17:31+00:00,"Austin, Texas",gm. Save money on a Covid vax shot. Just come to NFT NYC to get your herd immunity.,1,0.0,0.0,Neutral,0.4939,Positive
149,149,1541440284038397955,2022-06-27 15:16:16+00:00,Namibia,"Even people that never heard of herd immunity before Covid 19, they re busy advocating for herd immunity within the vaccinated community. To then apparently herd immunity can t happen to unvaccinated people. Bottom line, Covid 19 is a scam. ",0,0.32499999999999996,0.07500000000000001,Positive,-0.5719,Negative
150,150,1541439133494788097,2022-06-27 15:11:42+00:00,," herd immunity depends on some hidden assumptions. 1st, that resistant people stay resistant. 2nd, that resistant or vaccinated people cannot transmit the virus. Scientists learned over the past 2 years that these assumptions do not hold for COVID 19 ",0,0.19444444444444442,-0.13888888888888887,Negative,0.0,Neutral
151,151,1541438546652893186,2022-06-27 15:09:22+00:00,"North East, England",I ll probably be delivery driving for the rest of my life because I was the only one honest enough to discuss the union driven herd immunity capitulation of March 2020 and the NEU mutiny that led to the spin lockdown of Jan 4 2021. I don t need any lessons on making sacrifices. ,0,0.7999999999999999,0.19999999999999998,Positive,0.5106,Positive
152,152,1541422930466308097,2022-06-27 14:07:19+00:00,midlands,Meanwhile in uk we have herd immunity! Alarm in Beijing after announcement zero Covid policy may last five years China The Guardian ,0,0.06666666666666667,0.0,Neutral,-0.4003,Negative
153,153,1541408072136118272,2022-06-27 13:08:17+00:00,"Manchester, England","And just like that, current infections have surpassed the first Omicron wave. Herd immunity was supposed to end the pandemic, instead .. ",0,0.3666666666666667,0.125,Positive,0.3612,Positive
154,154,1541383148092669958,2022-06-27 11:29:14+00:00,," Herd immunity gt 2 people in my family had COVID 3x this calendar year, I've had it twice.",1,0.0,0.0,Neutral,0.2732,Positive
155,155,1541353484238426113,2022-06-27 09:31:22+00:00,"London, England","Studies amp real life patients! show organ damage, brain dysfunction amp chronic health issues post #Covid, even in healthy people amp children. Herd immunity looks unlikely, reinfections amp hospitalisations rising. More mutations. So what is the plan, exactly? #covid19 #LongCovid",0,0.41,0.2,Positive,-0.5562,Negative
156,156,1541343680216326144,2022-06-27 08:52:24+00:00,"New Mexico, USA","I MAY ONE DAY DIE OF COVID But one thing is for damn sure. I won t be dying of some random, hideous side effect of the Covid vaccine! I just couldn t bring myself to be injected w a foreign substance I couldn t un take if things went south! Herd immunity! No regrets! ",0,0.4284722222222222,-0.064453125,Negative,0.7555,Positive
157,157,1541322873763160064,2022-06-27 07:29:44+00:00,UK,"My husband has Covid again. A plague of locusts on the herd immunity ideologues who have agitated for two and a half years to let this thing rip and have won, to everyone's cost. There is no immunity to this thing. And its consequences are long term morbidity for millions.",0,0.2833333333333333,-0.10833333333333334,Negative,-0.128,Negative
158,158,1541295628810174466,2022-06-27 05:41:28+00:00,Nairobi,"Have we achieved herd immunity? Covid 19 is like a moving target even when one is vaccinated, the immunity is not long lasting Prof Julius Oyugi #YourWorld ",0,0.2,0.0125,Positive,0.3612,Positive
159,159,1541239296119582720,2022-06-27 01:57:37+00:00,WA ,"ItSpeaks4Itself Common Sense Reigns God s Science prevails over so d educated man! idiots FAILED Mankind on Covid 19 ! Scientists,#Fauci tx #Govts #Physicians herd immunity hindered by s goal wasn t 2 heal ",0,0.42500000000000004,-0.5,Negative,-0.254,Negative
160,160,1541234247876620288,2022-06-27 01:37:34+00:00,,"Time for Federal leadership on controls.There is no such thing as herd immunity.Over 5o people died in Australia on Saturday of Covid,50 people.What s happened to dialogue about this.Most people unaware of the long Covid or other health impacts of multiple infects Butler MP ",0,0.355,-0.034999999999999996,Negative,-0.765,Negative
161,161,1541224969128099841,2022-06-27 01:00:41+00:00,UK,"Sir Patrick Vallance, BBC Radio 4, Today Programme, March 13th, 2020, ten days before the first UK lockdown Our aim is to try and reduce the peak, broaden the peak, not suppress it completely ... to build up some kind of herd immunity. He's still not been sacked. ",0,0.32666666666666666,0.19,Positive,0.0,Neutral
162,162,1541195650414821376,2022-06-26 23:04:11+00:00,"kanamaluka, plague island", #politas No data has been offered by Mark Veitch to support his claim that herd immunity has the ability to reduce COVID case numbers in the community. Would you like to see the data?,0,0.0,0.0,Neutral,0.6486,Positive
163,163,1541183365935616000,2022-06-26 22:15:22+00:00,England,"Simple really JAPAN 9.23 million cases amp 31113 Covid Deaths with a Suppression zero covid Strategy UK 22.7 million covid cases amp over 180,000 Covid Deaths with insane Herd immunity Strategy !! both on the same 28 day Stat so if you are proud of that then you have to be INSANE ",0,0.6136904761904761,-0.16666666666666666,Negative,-0.5599,Negative
164,164,1541151694238765056,2022-06-26 20:09:31+00:00,Nutbush City Limits,"Regarding the covid pandemic and the herd immunity way of thinking, I know three, unrelated people who were collateral damage. Only, they were valued, loved people.",0,0.9,0.35,Positive,0.5574,Positive
165,165,1541128117032468482,2022-06-26 18:35:50+00:00,NYC,If you've still any doubt about Democrats amp covid read this doozy And then start demanding actual #PublicTrials after November. We cannot let these fools get away with what they've done to us. ,0,0.1,0.0,Neutral,-0.1955,Negative
166,166,1541127630178631680,2022-06-26 18:33:54+00:00,All over the place!,"I'm afraid Sweden has been in denial about COVID since Feb 2020. They were told it was nothing, then 'flu so far from nothing , then herd immunity would be there by July 2020 if they let it spread, #GBD like. Then hand washing wringing 24 7. And no masks. It's not airborne! ",0,0.95,-0.2375,Negative,0.7163,Positive
167,167,1541124801905016832,2022-06-26 18:22:40+00:00,,I'm no lawyer But I'm told by those who are that charges of Misconduct in Public Office could be brought for The late Covid response The Herd Immunity Project The PPE Scandal Take your pick I went with #CareHomeScandal on the basis of Public Support ,0,0.24444444444444444,-0.09999999999999999,Negative,-0.5499,Negative
168,168,1541113854444589056,2022-06-26 17:39:10+00:00,,Would self spreading vaccines help us reach herd immunity faster? Or would they open Pandora s box? California Bill Allows Kids COVID Jab w o Parent Consent amp Self Spreading Vaccines Move Forward via ,1,0.5,0.0,Neutral,0.6199,Positive
169,169,1541105762079891456,2022-06-26 17:07:00+00:00,Boise ,"Kushner hired Atlas as pandemic adviser but knew that the hiring would not go over well with the government's public health experts. As a result, Atlas was told to continue working remotely from California How hiring the wrong medical expert derailed US ",0,0.2916666666666667,-0.15,Negative,-0.8581,Negative
170,170,1541090015740141568,2022-06-26 16:04:26+00:00,"Professor, Rice U., Houston",How hiring the wrong medical expert derailed US pandemic response ,0,0.45,-0.25,Negative,-0.6705,Negative
171,171,1541083894136524800,2022-06-26 15:40:06+00:00,"Wyoming, USA",In places where it appears wrong a gym leader acquired herd immunity from the coronavirus amp I fell in love with the malakas,0,0.75,0.0,Neutral,0.2732,Positive
172,172,1541061103048085505,2022-06-26 14:09:33+00:00,Sol III,How hiring the wrong medical expert derailed US pandemic response #SmartNews Atlas' hiring by the White House was expected to be so controversial that he was initially instructed to hide his staff ID from the actual government public health experts. ,0,0.30208333333333337,-0.006249999999999992,Negative,-0.8208,Negative
173,173,1541061057678024705,2022-06-26 14:09:22+00:00,Virgo Supercluster,How hiring the wrong medical expert derailed US pandemic response #SmartNews Atlas' hiring by the White House was expected to be so controversial that he was initially instructed to hide his staff ID from the actual government public health experts. ,0,0.30208333333333337,-0.006249999999999992,Negative,-0.8208,Negative
174,174,1541061016829759489,2022-06-26 14:09:12+00:00,Virgo Supercluster,How hiring the wrong medical expert derailed US pandemic response #SmartNews Atlas' hiring by the White House was expected to be so controversial that he was initially instructed to hide his staff ID from the actual government public health experts. ,0,0.30208333333333337,-0.006249999999999992,Negative,-0.8208,Negative
175,175,1541060979626221568,2022-06-26 14:09:03+00:00,Virgo Supercluster. ,How hiring the wrong medical expert derailed US pandemic response #SmartNews Atlas' hiring by the White House was expected to be so controversial that he was initially instructed to hide his staff ID from the actual government public health experts. ,0,0.30208333333333337,-0.006249999999999992,Negative,-0.8208,Negative
176,176,1541057306921938944,2022-06-26 13:54:28+00:00,Australia,"This seems like a problem yet we're just going to remove more masks in places like airports and everywhere else because the pandemic is over apparently. Doesn't seem like it's over, we're in another wave. It's almost like we can't get herd immunity with a fast evolving virus. ",0,0.48333333333333334,0.25,Positive,0.3393,Positive
177,177,1541041453802983424,2022-06-26 12:51:28+00:00,United States,How hiring the wrong medical expert derailed US pandemic response ,0,0.45,-0.25,Negative,-0.6705,Negative
178,178,1541028077630881794,2022-06-26 11:58:19+00:00,"ZAR Zuid Afrika, South Africa",Has any country achieved the so called herd immunity for covid?,0,0.0,0.0,Neutral,0.0,Neutral
179,179,1541018206999117824,2022-06-26 11:19:05+00:00,Houston Texas,How hiring the wrong medical expert derailed US pandemic response ,0,0.45,-0.25,Negative,-0.6705,Negative
180,180,1541016996350988292,2022-06-26 11:14:17+00:00,Vancouver/Aguascalientes/Paris,"The fact that there are repeated COVID reinfections, newer stronger rougher variants and that not even triple vaccinated people will experience mild symptoms seems to me good assurance that the herd immunity strategy is definitely NOT going to work.",0,0.5333333333333333,0.3444444444444444,Positive,0.8625,Positive
181,181,1541002731531411457,2022-06-26 10:17:36+00:00,Sussex UK," and a 3rd wave of Covid19 in 2022 with hospitalisation of all ages with covid rising, herd immunity a myth amp gone AWOL on this critical issue. ",0,0.4,0.0,Neutral,-0.6523,Negative
182,182,1541002458582990848,2022-06-26 10:16:31+00:00,"Chicago, IL",A .gov report! Covid ,0,0.0,0.0,Neutral,0.0,Neutral
183,183,1541001495029714944,2022-06-26 10:12:41+00:00,A Mafia state,"If mass infection makes us immune to Covid, people who had Omicron BA1 amp BA2 shouldn't be getting ill with Omicron BA4 amp BA5, yes? But they are. The only herd immunity that ever worked was via sterilising vaccines. Mask up. Open the windows. Use HEPA filters in your business. ",1,0.8333333333333334,-0.16666666666666666,Negative,0.4795,Positive
184,184,1540966737176412160,2022-06-26 07:54:34+00:00,," We were screaming this from the rooftops for two years Herd immunity was best. Unfortunately it's too late. Unnecessary lockdowns and experimental vaccines have irreversibly damaged natural immune systems. But hey, I'm sure big pharma has the answer ",0,0.5736111111111111,0.0625,Positive,0.5346,Positive
185,185,1540950507144957952,2022-06-26 06:50:05+00:00,,Herd immunity for Covid will NEVER HAPPEN because of the mass vaccination program. Well done sheep. ,1,0.0,0.0,Neutral,0.2732,Positive
186,186,1540935161952493570,2022-06-26 05:49:06+00:00,New York City,"COVID 19 will continue in pandemic form until the world reaches herd immunity. With that, most scientists say, the SARS CoV 2 virus will become endemic always present but transmitted among people at modest, predictable rates. ",0,0.475,0.09999999999999999,Positive,0.0258,Positive
187,187,1540902716209111041,2022-06-26 03:40:10+00:00,"British Columbia, Canada","So, , data shows a massive in COVID work related disability claims starting in Jan 22. Omicron not mild ! And job vacancies are higher than ever, w employers struggling to fill positions. Reinfections herd immunity fail. Watch video amp change course! ",0,0.4666666666666666,-0.09722222222222221,Negative,-0.7835,Negative
188,188,1540880091957276673,2022-06-26 02:10:16+00:00,"Trail, BC, Canada",How hiring the wrong medical expert derailed US pandemic response #science #feedly,0,0.45,-0.25,Negative,-0.6705,Negative
189,189,1540876536907038720,2022-06-26 01:56:09+00:00,Australia,"You know, he s right. Vax does not prevent infection or transmission and does not confer herd immunity or reinfection and the consequences are much more serious on reinfection, and the mutations aren t milder and young people get sicker.Illness badly affects the economy #COVID ",0,0.5538095238095238,-0.029523809523809487,Negative,-0.5813,Negative
190,190,1540845798770053120,2022-06-25 23:54:00+00:00,"New York, NY",Evidence has emerged that the Trump administration embraced a dangerous and discredited herd immunity via mass infection strategy prior to the availability of COVID 19 vaccines and treatments. By Henderson1. #IDtwitter #medtwitter ,0,0.45,-0.3,Negative,-0.7184,Negative
191,191,1540813345300807680,2022-06-25 21:45:03+00:00,,How hiring the wrong medical expert derailed US pandemic response #SmartNews ,0,0.45,-0.25,Negative,-0.6705,Negative
192,192,1540811943950286850,2022-06-25 21:39:28+00:00,"Northern Ireland, UK","Did you know the COVID 19 vaccination programme has failed to attain its stated goal, herd immunity? Universal deployment of prophylaxis vaccines during a pandemic contradicts our understanding of epidemiology. An ill advised experiment. Full video at ",0,0.4625,-0.1625,Negative,-0.8176,Negative
193,193,1540794375642439681,2022-06-25 20:29:40+00:00,"Ottawa, ON Canada","Would people even stand up for the disabled if we were targeted? Many of you didn't believe in helping protect us from Covid 19 via herd immunity, most of us financially struggle to get by, often at the expense of our health. Would you really be there for us if it came to it?",0,0.3,0.2,Positive,-0.2378,Negative
194,194,1540793445329018880,2022-06-25 20:25:58+00:00,,"It will be interesting to see what effect #Glastonbury has on #covid. Perhaps the vaccines will have gotten us to herd immunity, perhaps not",1,0.5,0.5,Positive,0.4019,Positive
195,195,1540757939262296065,2022-06-25 18:04:53+00:00,,Fauci says 85 of U.S. population will need to be vaccinated against COVID 19 for 'herd immunity' ,0,0.0,0.0,Neutral,0.0,Neutral
196,196,1540754435323723776,2022-06-25 17:50:57+00:00,United Kingdom,One of the few people I know who hadn t had Covid has now tested positive so I can add them to the herd generously trying to afford me immunity ,1,0.3227272727272727,0.013636363636363627,Positive,0.7506,Positive
197,197,1540716173662294016,2022-06-25 15:18:55+00:00,," Somebody loves MISC amp Covid liver failure in unvaxxed kids There are a whole bunch EU antivaxxers, especially Danish US adherents who masquerade as totally rational experts amp who pretend herd immunity with SARS2 is possible, . Rein in the MDs. ",0,0.6900000000000001,-0.023333333333333338,Negative,0.0,Neutral
198,198,1540707176695533571,2022-06-25 14:43:10+00:00,Canada,Trump's COVID Task Force Leader Pushed Back on 'Herd Immunity' Approach MedPage Today ,0,0.0,0.0,Neutral,0.0,Neutral
199,199,1540692178334121987,2022-06-25 13:43:34+00:00,,The CDC Just Pushed Fake News on Covid Child Mortality Tests showkids already have herd immunity Covd is 99 recoverable Pfizer is 0.8 effective J amp J amp Moderna 1.2 AstraZeneca 1.3 WHY risk poisonous vax?,0,0.9,0.04999999999999999,Positive,-0.7003,Negative
200,200,1540676107648675847,2022-06-25 12:39:43+00:00,"St Petersburg, FL",How hiring the wrong medical expert derailed US pandemic response #covid ,0,0.45,-0.25,Negative,-0.6705,Negative
201,201,1540666184189747203,2022-06-25 12:00:17+00:00,,"No one said you needed to vote harder, they said more of us need to vote every time. Do you believe that the vaccination doesn t work since you got vaxed and the pandemic didn t end? If you choose not to vote you re keeping us from political herd immunity.",0,0.19999999999999998,0.13333333333333333,Positive,-0.296,Negative
202,202,1540665508088774656,2022-06-25 11:57:35+00:00,, Deborah Birx argues Scott Atlas encouraged ideas that defied basic principles of public health Trump's COVID Task Force Leader Pushed Back on 'Herd Immunity' Approach ,0,0.06388888888888888,0.0,Neutral,-0.0258,Negative
203,203,1540664805731831811,2022-06-25 11:54:48+00:00,, revealed extensive evidence of...efforts to undermine the nation's public health response to the coronavirus crisis in an attempt to benefit the former president politically. Report Shows Trump Administration Embraced Herd Immunity via Mass Infection ,0,0.125,0.0,Neutral,-0.5106,Negative
204,204,1540651410416717830,2022-06-25 11:01:34+00:00,,"Truth These genetic vaccines are leaky, have poor durability, and even if every man, woman, and child in the US were vaccinated, these products cannot achieve herd immunity and stop COVID. They are not completely safe, and the full risks remain unknown. ",0,0.5625,-0.1,Negative,-0.7732,Negative
205,205,1540630100303122434,2022-06-25 09:36:54+00:00,"Middlesbrough, England","Distraction policy working well, yesterday itn reported on china amp told us the rest of the world had developed herd immunity! BBC reported ONS data of 1000 deaths day now but you,ll die of covid if you go to hospital because thats where you,ll get it, the media eh!",0,0.3,0.15625,Positive,-0.8011,Negative
206,206,1540614978130034689,2022-06-25 08:36:48+00:00,Tory Democide he/they,"AIDS pandemic, this is not hyperbole. Hepatitis Polio TB Meningococcal Increased chickenpox severity Monkeypox This is all easily explained. SARS conferred immunodeficiency causing older diseases to become more transmissible, defeating natural herd immunity ",0,0.5166666666666667,0.30000000000000004,Positive,0.5244,Positive
207,207,1540604758297542656,2022-06-25 07:56:12+00:00,"kanamaluka, plague island"," WELCOME TO THE SHIT SHOW Please, remember the important COVID safe behaviours wash your hands and sanitise, and cover coughs and sneezes Premier Rockliff 9.5. 2022 That, I think, probably reflects some modest level of herd immunity Dr. Veitch 6.6.2022 #politas ",1,0.8200000000000001,0.32,Positive,0.7964,Positive
208,208,1540599136860311553,2022-06-25 07:33:51+00:00,,"Dr. Naomi Wolf Fauci told the World Economic Forum that 'herd immunity' and current vaccines are not viable long term options for controlling SARSCOV2 he says we need a broader SARSCOV2 vaccine. So get ready, folks, cuz that's their game plan. ",0,0.38,-0.009999999999999998,Negative,0.4173,Positive
209,209,1540586428777857024,2022-06-25 06:43:21+00:00,North Yorkshire. Plague Island," Johnson s dither and delay, his pursuit of herd immunity, of us taking it on the chin probably cost 100,000 lives during the pandemic. He should be removed from office and tried for #Democide. #JohnsonOut152 #ToryPoverty like their #Covid strategy is a political choice! ",0,0.1,0.0,Neutral,0.126,Positive
210,210,1540580466780143618,2022-06-25 06:19:40+00:00,Scotland,#The rise of the #Omicron variant has shattered any remaining illusions of #herd immunity. We are on the brink of our #third Omicron wave in barely six months. ,0,0.05,0.025,Positive,-0.4767,Negative
211,211,1540576993313685504,2022-06-25 06:05:52+00:00,"Rosedale, North York Moors","You ve had Covid. Because it is such a harmless virus, you are just one of the 60 70 of people that never had any symptoms. Herd immunity rocks! ",1,0.5,0.0,Neutral,0.3164,Positive
212,212,1540575271262224384,2022-06-25 05:59:01+00:00,USA 🇺🇸 Texas variant 🌊 ,". New Select Subcommittee Report Reveals Full Scope Of Trump Administration s Embrace Of A Dangerous And Discredited Herd Immunity Via Mass Infection Strategy Jun 21, 2022 ",0,0.6348484848484849,-0.03787878787878788,Negative,-0.5719,Negative
213,213,1540564503775088642,2022-06-25 05:16:14+00:00,USA,"Deborah Birx, who coordinated the pandemic response during the Trump administration, said former president Donald Trump was swayed by dangerous ideas about the coronavirus, including unfounded claims about herd immunity and unproven treatments. ",0,0.45,-0.3,Negative,-0.4767,Negative
